year,st,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2006,50,l) Left Censored,2566,4455,122391,122935,207,4.62,258,5.758,9091,1713,7378,1.393,7.395,10064,2671,7393,2.173,8.186,-973,-0.791,14.79,97,101,590
2006,51,a) 0,14002,14044,70459,35230,14044,200,X,X,70459,70459,X,200,200,X,X,X,X,X,70459,200,X,X,X,X
2006,51,b) 1,10461,10595,73722,70475,103,0.859,2883,24.055,22717,1308,21409,1.856,32.234,16048,8820,7228,12.515,22.771,6669,9.463,45.542,2341,2349,7423
2006,51,c) 2,8841,8912,69853,68489,443,4.652,1666,17.494,16412,1681,14731,2.454,23.963,13619,6560,7059,9.578,19.885,2793,4.078,39.77,1362,1364,5324
2006,51,d) 3,6883,7066,55707,55421,364,4.888,1126,15.12,13206,2135,11071,3.852,23.829,12741,5622,7119,10.144,22.989,465,0.839,45.979,927,927,4787
2006,51,e) 4,6399,6581,67278,65763,318,4.655,819,11.989,13454,1672,11782,2.542,20.458,10399,4025,6374,6.121,15.813,3055,4.646,31.626,637,642,3486
2006,51,f) 5,5409,5619,54483,53341,262,4.498,674,11.571,10676,1662,9014,3.116,20.015,8431,2857,5574,5.356,15.806,2245,4.209,31.612,519,522,2215
2006,51,g) 6 to 10,23663,25389,295360,290492,1237,4.752,2522,9.688,52727,9482,43245,3.264,18.151,42992,15374,27618,5.292,14.8,9735,3.351,29.599,1940,1959,11705
2006,51,h) 11 to 15,17078,19368,270161,271497,785,3.97,1593,8.057,38171,10795,27376,3.976,14.059,40779,11997,28782,4.419,15.02,-2608,-0.961,28.119,1146,1166,6932
2006,51,i) 16 to 20,13782,16762,285440,283708,760,4.491,1085,6.411,39372,10036,29336,3.537,13.878,35570,11622,23948,4.096,12.538,3802,1.34,25.075,717,731,7751
2006,51,j) 21 to 25,10133,12593,230692,229817,473,3.716,744,5.845,27293,7122,20171,3.099,11.876,25522,6438,19084,2.801,11.105,1771,0.771,22.211,447,467,2733
2006,51,k) 26+,5375,7527,154483,154581,397,5.257,447,5.919,20920,8003,12917,5.177,13.533,20921,6791,14130,4.393,13.534,-1,-0.001,27.067,258,262,1467
2006,51,l) Left Censored,16257,44891,1565907,1554434,3264,7.304,2860,6.4,187842,59161,128681,3.806,12.084,165882,44377,121505,2.855,10.672,21960,1.413,21.343,623,700,6935
2006,53,a) 0,14309,14330,65692,32846,14330,200,X,X,65692,65692,X,200,200,X,X,X,X,X,65692,200,X,X,X,X
2006,53,b) 1,10036,10150,59246,58589,58,0.495,3183,27.176,17285,517,16768,0.882,29.502,15629,9381,6248,16.012,26.676,1656,2.826,53.352,2473,2473,7724
2006,53,c) 2,8088,8189,55419,55647,477,5.45,1603,18.316,12239,1982,10257,3.562,21.994,12705,6121,6584,11,22.832,-466,-0.837,43.988,1288,1288,5236
2006,53,d) 3,6768,6853,49167,49192,403,5.582,1135,15.722,10623,1533,9090,3.116,21.595,10560,4930,5630,10.022,21.467,63,0.128,42.934,888,888,4270
2006,53,e) 4,6105,6273,59575,59300,346,5.302,851,13.041,10249,1895,8354,3.196,17.283,9728,3610,6118,6.088,16.405,521,0.879,32.81,656,660,3103
2006,53,f) 5,5297,5433,45284,44401,294,5.201,733,12.968,8961,1601,7360,3.606,20.182,7171,2963,4208,6.673,16.151,1790,4.031,32.301,582,585,2473
2006,53,g) 6 to 10,23131,24479,242516,240373,1320,5.24,2742,10.885,41236,7735,33501,3.218,17.155,36571,14167,22404,5.894,15.214,4665,1.941,30.429,2007,2048,10901
2006,53,h) 11 to 15,16442,18496,210684,208492,856,4.525,1700,8.986,33102,6270,26832,3.007,15.877,28584,8945,19639,4.29,13.71,4518,2.167,27.42,1186,1204,6165
2006,53,i) 16 to 20,12234,14381,206975,205776,682,4.676,1088,7.46,29980,8189,21791,3.98,14.569,27685,7775,19910,3.778,13.454,2295,1.115,26.908,732,759,4282
2006,53,j) 21 to 25,8864,10922,179782,179076,373,3.364,708,6.384,20074,4125,15949,2.303,11.21,18612,4733,13879,2.643,10.393,1462,0.816,20.787,430,443,2694
2006,53,k) 26+,5423,7083,164716,159271,303,4.224,483,6.734,24353,7281,17072,4.571,15.29,13754,4794,8960,3.01,8.636,10599,6.655,17.271,311,325,2673
2006,53,l) Left Censored,13398,33115,1076024,1075273,2140,6.477,1987,6.014,127723,33718,94005,3.136,11.878,128527,27707,100820,2.577,11.953,-804,-0.075,23.756,525,568,3422
2006,54,a) 0,2273,2283,13223,6612,2283,200,X,X,13223,13223,X,200,200,X,X,X,X,X,13223,200,X,X,X,X
2006,54,b) 1,1787,1809,11551,11532,17,0.826,513,24.939,3276,215,3061,1.864,28.409,3178,1602,1576,13.892,27.559,98,0.85,55.119,422,422,1380
2006,54,c) 2,1485,1516,11188,11419,82,5.063,289,17.845,2468,291,2177,2.548,21.614,2947,1217,1730,10.658,25.809,-479,-4.195,43.228,231,235,1031
2006,54,d) 3,1193,1261,10697,11022,75,5.66,203,15.321,2076,577,1499,5.235,18.835,2722,1038,1684,9.418,24.696,-646,-5.861,37.67,162,162,945
2006,54,e) 4,1088,1147,11614,11788,58,4.801,180,14.901,1897,303,1594,2.57,16.093,2246,948,1298,8.042,19.053,-349,-2.961,32.185,149,149,790
2006,54,f) 5,974,1026,9646,9445,69,6.47,150,14.065,2211,480,1731,5.082,23.409,1773,760,1013,8.047,18.772,438,4.637,37.544,121,121,664
2006,54,g) 6 to 10,4589,4918,48856,48864,235,4.63,551,10.855,7423,1644,5779,3.364,15.191,7382,2333,5049,4.775,15.107,41,0.084,30.215,424,424,1924
2006,54,h) 11 to 15,3627,4008,41890,41627,180,4.385,373,9.088,7052,1466,5586,3.522,16.941,6462,2260,4202,5.429,15.524,590,1.417,31.048,267,279,1594
2006,54,i) 16 to 20,2956,3287,45916,45236,101,2.995,272,8.065,6515,1009,5506,2.231,14.402,5261,1228,4033,2.715,11.63,1254,2.772,23.26,202,206,920
2006,54,j) 21 to 25,2555,3080,55099,54054,100,3.172,246,7.802,7690,2244,5446,4.151,14.227,5634,1498,4136,2.771,10.423,2056,3.804,20.846,162,167,733
2006,54,k) 26+,1432,2077,29370,29199,90,4.249,172,8.121,3945,1307,2638,4.476,13.511,3645,1212,2433,4.151,12.484,300,1.027,24.967,85,91,587
2006,54,l) Left Censored,5455,11317,300654,299440,511,4.489,646,5.674,29128,7972,21156,2.662,9.727,26804,6870,19934,2.294,8.951,2324,0.776,17.903,240,249,1427
2006,55,a) 0,8223,8258,46140,23070,8258,200,X,X,46140,46140,X,200,200,X,X,X,X,X,46140,200,X,X,X,X
2006,55,b) 1,6222,6303,43590,44370,57,0.794,1805,25.15,10433,892,9541,2.01,23.514,11813,6606,5207,14.889,26.624,-1380,-3.11,47.028,1457,1459,5531
2006,55,c) 2,5185,5271,44498,44834,239,4.232,991,17.549,7804,875,6929,1.952,17.407,8313,3758,4555,8.382,18.542,-509,-1.135,34.813,813,813,3125
2006,55,d) 3,4458,4509,36332,36534,196,4.094,753,15.728,7052,1927,5125,5.275,19.303,7427,3241,4186,8.871,20.329,-375,-1.026,38.605,634,634,2802
2006,55,e) 4,4425,4588,47209,47668,263,5.525,608,12.772,7151,1274,5877,2.673,15.002,8069,3194,4875,6.701,16.927,-918,-1.926,30.003,474,480,2512
2006,55,f) 5,3724,3918,40516,40712,166,4.061,505,12.355,6757,1737,5020,4.267,16.597,7079,2461,4618,6.045,17.388,-322,-0.791,33.195,396,396,2045
2006,55,g) 6 to 10,17008,18260,194468,195905,865,4.61,1874,9.987,27685,5938,21747,3.031,14.132,30646,9046,21600,4.618,15.643,-2961,-1.511,28.264,1464,1475,6776
2006,55,h) 11 to 15,13163,14637,176013,176131,525,3.503,1228,8.193,23921,5670,18251,3.219,13.581,24006,7433,16573,4.22,13.63,-85,-0.048,27.163,906,918,5070
2006,55,i) 16 to 20,10700,13000,201411,203423,500,3.79,883,6.694,20769,3820,16949,1.878,10.21,24656,6789,17867,3.337,12.121,-3887,-1.911,20.42,606,629,4537
2006,55,j) 21 to 25,8239,9893,168479,169514,295,2.933,626,6.224,17418,3944,13474,2.327,10.275,19355,5994,13361,3.536,11.418,-1937,-1.143,20.551,422,436,2762
2006,55,k) 26+,5094,6323,120018,120065,209,3.227,516,7.967,13541,3279,10262,2.731,11.278,13549,3888,9661,3.238,11.285,-8,-0.007,22.556,259,276,1886
2006,55,l) Left Censored,17961,37406,1358443,1362093,1841,4.907,2062,5.496,122321,33550,88771,2.463,8.98,128766,28676,100090,2.105,9.454,-6445,-0.473,17.961,719,771,7122
2006,56,a) 0,1566,1580,7632,3816,1580,200,X,X,7632,7632,X,200,200,X,X,X,X,X,7632,200,X,X,X,X
2006,56,b) 1,1107,1112,6180,6031,3,0.239,291,23.169,1850,43,1807,0.713,30.677,1510,895,615,14.841,25.039,340,5.638,50.079,229,229,730
2006,56,c) 2,839,847,4817,4904,50,5.504,173,19.042,1076,259,817,5.281,21.941,1264,606,658,12.357,25.775,-188,-3.834,43.883,128,128,469
2006,56,d) 3,737,747,4867,4981,37,4.663,130,16.383,853,96,757,1.927,17.125,1114,537,577,10.781,22.365,-261,-5.24,34.25,97,97,402
2006,56,e) 4,741,746,6218,6312,32,4.074,111,14.131,1175,120,1055,1.901,18.615,1367,718,649,11.375,21.657,-192,-3.042,37.231,95,96,684
2006,56,f) 5,620,629,4628,5476,36,5.551,75,11.565,729,74,655,1.351,13.313,2328,230,2098,4.2,42.513,-1599,-29.2,26.625,53,53,168
2006,56,g) 6 to 10,2601,2701,20996,21268,143,5.15,294,10.589,3403,623,2780,2.929,16.001,3964,1220,2744,5.736,18.639,-561,-2.638,32.002,206,207,847
2006,56,h) 11 to 15,1823,1929,17701,17755,75,3.81,154,7.823,2458,275,2183,1.549,13.844,2615,626,1989,3.526,14.729,-157,-0.884,27.689,104,104,432
2006,56,i) 16 to 20,1283,1432,17362,16989,60,4.132,100,6.887,2738,382,2356,2.249,16.116,1971,746,1225,4.391,11.602,767,4.515,23.203,75,75,460
2006,56,j) 21 to 25,1121,1271,14640,14441,42,3.221,108,8.282,2090,295,1795,2.043,14.473,1698,614,1084,4.252,11.759,392,2.715,23.517,68,68,316
2006,56,k) 26+,788,958,13302,12825,42,4.346,59,6.105,2112,646,1466,5.037,16.468,1136,342,794,2.667,8.858,976,7.61,17.716,41,41,161
2006,56,l) Left Censored,2182,3942,88422,86569,199,4.982,303,7.586,10462,1855,8607,2.143,12.085,6865,2056,4809,2.375,7.93,3597,4.155,15.86,97,107,752
2007,1,a) 0,6553,6697,39479,19740,6697,200,X,X,39479,39479,X,200,200,X,X,X,X,X,39479,200,X,X,X,X
2007,1,b) 1,5075,5155,41149,40717,73,1.244,1497,25.516,13212,3048,10164,7.486,32.448,12404,6287,6117,15.441,30.464,808,1.984,60.928,1291,1291,5620
2007,1,c) 2,4243,4355,34485,36230,181,3.868,830,17.737,6295,847,5448,2.338,17.375,9705,3996,5709,11.03,26.787,-3410,-9.412,34.75,689,697,3417
2007,1,d) 3,3787,3889,35532,36522,163,3.964,608,14.788,6728,1706,5022,4.671,18.422,8744,3460,5284,9.474,23.942,-2016,-5.52,36.844,515,515,3137
2007,1,e) 4,3204,3383,31775,32563,129,3.652,427,12.089,4851,738,4113,2.266,14.897,6393,2743,3650,8.424,19.633,-1542,-4.735,29.795,349,350,2391
2007,1,f) 5,2957,3109,34221,34822,147,4.603,316,9.895,4291,702,3589,2.016,12.323,5457,1884,3573,5.41,15.671,-1166,-3.348,24.645,253,253,1718
2007,1,g) 6 to 10,11973,13049,161881,161415,549,4.082,1347,10.016,27839,6257,21582,3.876,17.247,27182,8801,18381,5.452,16.84,657,0.407,33.68,1002,1043,5633
2007,1,h) 11 to 15,9481,10826,138230,139614,409,3.692,916,8.268,18778,3572,15206,2.558,13.45,21478,6423,15055,4.601,15.384,-2700,-1.934,26.9,639,659,3776
2007,1,i) 16 to 20,6927,8129,144350,146804,225,2.711,567,6.831,16867,1982,14885,1.35,11.49,21622,5480,16142,3.733,14.729,-4755,-3.239,22.979,347,355,2572
2007,1,j) 21 to 25,6070,7638,143770,146882,232,2.997,438,5.658,16665,4714,11951,3.209,11.346,23446,6558,16888,4.465,15.962,-6781,-4.617,22.692,234,242,1388
2007,1,k) 26+,4062,5560,103596,103136,256,4.573,331,5.913,13349,3002,10347,2.911,12.943,12375,3275,9100,3.175,11.999,974,0.944,23.998,175,188,1720
2007,1,l) Left Censored,9855,26079,809009,818385,1760,6.745,1787,6.849,89369,26766,62603,3.271,10.92,107492,33424,74068,4.084,13.135,-18123,-2.214,21.84,367,472,4767
2007,2,a) 0,1233,1251,5615,2808,1251,200,X,X,5615,5615,X,200,200,X,X,X,X,X,5615,200,X,X,X,X
2007,2,b) 1,958,991,5423,5471,31,2.69,354,30.716,1736,366,1370,6.69,31.731,1799,861,938,15.738,32.882,-63,-1.152,63.462,257,257,611
2007,2,c) 2,708,717,4032,4358,42,5.465,145,18.868,806,86,720,1.974,18.497,1458,639,819,14.664,33.46,-652,-14.963,36.994,112,112,499
2007,2,d) 3,710,721,4394,4618,46,6.053,124,16.316,857,151,706,3.27,18.558,1319,469,850,10.156,28.562,-462,-10.004,37.116,88,88,345
2007,2,e) 4,596,622,5141,5165,32,4.837,111,16.78,1085,238,847,4.608,21.009,1135,495,640,9.585,21.977,-50,-0.968,42.018,85,85,357
2007,2,f) 5,628,664,6002,6363,44,6.322,108,15.517,890,177,713,2.782,13.988,1617,494,1123,7.764,25.415,-727,-11.426,27.976,79,79,430
2007,2,g) 6 to 10,2330,2419,24563,24738,166,6.719,269,10.888,3865,665,3200,2.688,15.624,4244,1167,3077,4.717,17.156,-379,-1.532,31.247,173,175,914
2007,2,h) 11 to 15,1737,1895,16324,16593,75,3.828,203,10.362,2570,324,2246,1.953,15.489,3056,831,2225,5.008,18.418,-486,-2.929,30.978,127,129,506
2007,2,i) 16 to 20,1381,1543,20903,21379,44,2.777,127,8.015,2455,146,2309,0.683,11.483,3469,501,2968,2.343,16.227,-1014,-4.743,22.967,83,84,331
2007,2,j) 21 to 25,1257,1538,24479,24854,46,2.917,124,7.863,3392,539,2853,2.169,13.648,3991,1176,2815,4.732,16.058,-599,-2.41,27.296,68,71,387
2007,2,k) 26+,818,1175,21134,20599,42,3.518,80,6.7,3516,558,2958,2.709,17.069,2523,472,2051,2.291,12.248,993,4.821,24.496,37,39,123
2007,2,l) Left Censored,1483,3646,106700,106338,211,5.782,217,5.947,16010,5784,10226,5.439,15.056,15138,2439,12699,2.294,14.236,872,0.82,28.472,39,45,440
2007,4,a) 0,11768,11878,68059,34030,11878,200,X,X,68059,68059,X,200,200,X,X,X,X,X,68059,200,X,X,X,X
2007,4,b) 1,9598,9760,72919,75286,145,1.293,3056,27.248,20939,2925,18014,3.885,27.813,25342,13397,11945,17.795,33.661,-4403,-5.848,55.626,2504,2504,10649
2007,4,c) 2,7235,7494,63574,66916,332,4.109,1503,18.603,12825,1524,11301,2.277,19.166,19536,8272,11264,12.362,29.195,-6711,-10.029,38.332,1231,1231,7073
2007,4,d) 3,6067,6257,67564,70224,287,4.349,972,14.728,12689,1693,10996,2.411,18.069,18101,6436,11665,9.165,25.776,-5412,-7.707,36.139,800,804,5441
2007,4,e) 4,4944,5151,54776,55322,247,4.567,761,14.072,11254,2775,8479,5.016,20.343,12332,5204,7128,9.407,22.292,-1078,-1.949,40.686,602,603,4450
2007,4,f) 5,4384,4559,52533,54635,188,3.964,556,11.723,8157,1903,6254,3.483,14.93,12542,4269,8273,7.814,22.956,-4385,-8.026,29.86,445,454,3169
2007,4,g) 6 to 10,17096,18639,277754,281587,984,5.134,2037,10.628,43517,7465,36052,2.651,15.454,50439,15187,35252,5.393,17.912,-6922,-2.458,30.908,1491,1515,11162
2007,4,h) 11 to 15,11404,13384,218554,223394,683,4.987,1306,9.536,27033,5315,21718,2.379,12.101,36986,10694,26292,4.787,16.556,-9953,-4.455,24.202,813,855,6434
2007,4,i) 16 to 20,7910,10571,199535,201093,464,4.295,929,8.599,30975,7288,23687,3.624,15.403,34346,8997,25349,4.474,17.08,-3371,-1.676,30.807,461,475,3300
2007,4,j) 21 to 25,6072,8477,188843,190334,436,5.079,652,7.595,24474,5296,19178,2.782,12.858,27142,6138,21004,3.225,14.26,-2668,-1.402,25.717,328,353,2565
2007,4,k) 26+,3812,5766,151398,150462,331,5.663,488,8.35,23282,7432,15850,4.939,15.474,21322,5370,15952,3.569,14.171,1960,1.303,28.342,227,252,2115
2007,4,l) Left Censored,7012,24366,977012,965441,2302,9.499,2039,8.414,165240,44046,121194,4.562,17.115,143412,45331,98081,4.695,14.855,21828,2.261,29.709,263,293,2797
2007,5,a) 0,4207,4241,22621,11311,4241,200,X,X,22621,22621,X,200,200,X,X,X,X,X,22621,200,X,X,X,X
2007,5,b) 1,3355,3429,22069,23146,39,0.986,1091,27.585,5812,781,5031,3.374,25.11,7901,4366,3535,18.863,34.135,-2089,-9.025,50.22,913,913,3710
2007,5,c) 2,2836,2893,20645,21554,134,4.276,615,19.627,3841,707,3134,3.28,17.821,5647,2799,2848,12.986,26.2,-1806,-8.379,35.642,506,506,2381
2007,5,d) 3,2442,2491,18115,18919,100,3.773,419,15.808,3230,559,2671,2.955,17.073,4862,1939,2923,10.249,25.699,-1632,-8.626,34.146,353,353,1676
2007,5,e) 4,2117,2185,17743,18623,83,3.628,289,12.631,3314,882,2432,4.736,17.795,5127,2570,2557,13.8,27.53,-1813,-9.735,35.59,237,237,2360
2007,5,f) 5,2042,2223,21704,22193,99,4.298,260,11.287,3382,849,2533,3.826,15.239,4330,2041,2289,9.197,19.511,-948,-4.272,30.478,211,211,1492
2007,5,g) 6 to 10,7647,8210,72709,74236,366,4.334,836,9.899,11026,2548,8478,3.432,14.853,13927,5461,8466,7.356,18.76,-2901,-3.908,29.705,635,635,3798
2007,5,h) 11 to 15,6043,6855,78048,79389,211,2.994,594,8.43,9480,1462,8018,1.842,11.941,12307,2933,9374,3.694,15.502,-2827,-3.561,23.882,423,425,2072
2007,5,i) 16 to 20,4271,5025,62823,64124,151,2.944,358,6.981,7282,1254,6028,1.956,11.356,9891,2698,7193,4.207,15.425,-2609,-4.069,22.712,241,246,1596
2007,5,j) 21 to 25,3746,4378,76393,80998,158,3.561,277,6.242,8176,2890,5286,3.568,10.094,17181,3683,13498,4.547,21.212,-9005,-11.118,20.188,156,163,828
2007,5,k) 26+,2679,3539,60909,62036,159,4.46,211,5.919,7842,3359,4483,5.415,12.641,9971,2170,7801,3.498,16.073,-2129,-3.432,25.282,119,123,884
2007,5,l) Left Censored,6707,16341,553116,558501,946,5.77,1055,6.435,58294,12940,45354,2.317,10.438,69090,17475,51615,3.129,12.371,-10796,-1.933,20.875,246,273,2220
2007,6,a) 0,66340,66818,340480,170265,66818,199.997,X,X,340484,340480,X,199.971,199.974,X,X,X,X,X,340438,199.947,X,X,X,X
2007,6,b) 1,54074,54703,368901,379651,558,0.886,17092,27.143,99286,7236,92050,1.906,26.152,119772,62213,57559,16.387,31.548,-20486,-5.396,52.304,13836,13848,51181
2007,6,c) 2,43501,45364,368645,390847,2109,4.32,9030,18.495,75822,12243,63579,3.132,19.399,119872,53297,66575,13.636,30.67,-44050,-11.27,38.799,7369,7369,46124
2007,6,d) 3,36576,37541,336318,356936,1623,4.055,6599,16.486,59510,8956,50554,2.509,16.672,100447,48144,52303,13.488,28.141,-40938,-11.469,33.345,5321,5323,41958
2007,6,e) 4,31691,32516,306246,317320,1542,4.509,4904,14.34,52296,8964,43332,2.825,16.481,74263,28879,45384,9.101,23.403,-21967,-6.923,32.961,3937,3943,23905
2007,6,f) 5,28143,29258,318497,328980,1345,4.413,3784,12.416,48450,7902,40548,2.402,14.727,68630,24085,44545,7.321,20.861,-20180,-6.134,29.455,2866,2927,18052
2007,6,g) 6 to 10,107031,114506,1302107,1334690,5470,4.625,12983,10.978,194385,36942,157443,2.768,14.564,259159,85765,173394,6.426,19.417,-64774,-4.853,29.128,9361,9614,62644
2007,6,h) 11 to 15,73543,83674,1325026,1337537,3299,3.839,7811,9.09,188212,32868,155344,2.457,14.072,213062,60896,152166,4.553,15.929,-24850,-1.858,28.143,5270,5374,36781
2007,6,i) 16 to 20,60149,72113,1268215,1281746,2876,3.898,6194,8.396,173204,35036,138168,2.733,13.513,201080,56622,144458,4.418,15.688,-27876,-2.175,27.026,3675,3851,26628
2007,6,j) 21 to 25,45553,58146,1162276,1172477,2298,3.876,4571,7.711,150696,41407,109289,3.532,12.853,171040,47929,123111,4.088,14.588,-20344,-1.735,25.706,2550,2656,19934
2007,6,k) 26+,32199,44037,903028,919034,1835,4.094,3415,7.618,104749,25969,78780,2.826,11.398,136727,38681,98046,4.209,14.877,-31978,-3.48,22.795,1738,1804,10922
2007,6,l) Left Censored,53140,151350,5689946,5713291,11025,7.236,13041,8.559,691206,197871,493335,3.463,12.098,739564,234352,505212,4.102,12.945,-48358,-0.846,24.196,2505,2796,27116
2007,8,a) 0,12164,12206,57226,28613,12206,200,X,X,57226,57226,X,200,200,X,X,X,X,X,57226,200,X,X,X,X
2007,8,b) 1,9419,9533,55986,57304,110,0.998,3086,28.001,16095,1804,14291,3.148,28.087,18514,10392,8122,18.135,32.308,-2419,-4.221,56.174,2412,2412,8496
2007,8,c) 2,7962,8107,52650,53978,417,4.785,1632,18.727,11630,1750,9880,3.242,21.546,14201,7078,7123,13.113,26.309,-2571,-4.763,43.092,1308,1308,6099
2007,8,d) 3,6559,6689,46086,47490,367,5.162,1209,17.004,9374,1708,7666,3.597,19.739,12326,5892,6434,12.407,25.955,-2952,-6.216,39.478,940,941,4991
2007,8,e) 4,5757,5917,47186,47701,344,5.57,861,13.942,10035,1280,8755,2.683,21.037,10957,5747,5210,12.048,22.97,-922,-1.933,42.075,671,673,4866
2007,8,f) 5,5091,5299,46908,47889,314,5.707,720,13.086,7368,1913,5455,3.995,15.386,9336,3395,5941,7.089,19.495,-1968,-4.11,30.771,538,538,2547
2007,8,g) 6 to 10,20474,21782,211271,214791,1172,5.219,2521,11.226,32682,6952,25730,3.237,15.216,39664,13438,26226,6.256,18.466,-6982,-3.251,30.431,1790,1806,9186
2007,8,h) 11 to 15,14038,15663,206625,209875,690,4.278,1625,10.074,28973,5628,23345,2.682,13.805,35475,14034,21441,6.687,16.903,-6502,-3.098,27.61,1041,1066,7632
2007,8,i) 16 to 20,9140,11059,165958,168122,465,4.107,994,8.778,23769,6657,17112,3.96,14.138,28356,8105,20251,4.821,16.866,-4587,-2.728,28.276,580,597,4089
2007,8,j) 21 to 25,7207,9098,155660,156617,413,4.491,610,6.633,20914,5078,15836,3.242,13.354,22751,5652,17099,3.609,14.527,-1837,-1.173,26.707,337,343,2343
2007,8,k) 26+,4924,6856,147246,149441,325,4.677,512,7.367,21119,6096,15023,4.079,14.132,25016,8521,16495,5.702,16.74,-3897,-2.608,28.264,270,287,1515
2007,8,l) Left Censored,9314,25240,845760,839116,2178,8.626,2195,8.694,118422,37893,80529,4.516,14.113,105953,32011,73942,3.815,12.627,12469,1.486,25.253,336,362,3019
2007,9,a) 0,4774,4817,29522,14761,4817,200,X,X,29522,29522,X,200,200,X,X,X,X,X,29522,200,X,X,X,X
2007,9,b) 1,3989,4027,25109,25546,20,0.433,1209,26.16,6646,407,6239,1.593,26.016,7478,3694,3784,14.46,29.273,-832,-3.257,52.032,937,937,2908
2007,9,c) 2,3480,3542,30475,30080,152,4.001,667,17.555,6913,1777,5136,5.908,22.982,6285,2597,3688,8.634,20.895,628,2.088,41.789,573,573,2284
2007,9,d) 3,2962,3010,21308,22392,139,4.367,485,15.237,3886,742,3144,3.314,17.355,5961,3655,2306,16.323,26.622,-2075,-9.267,34.71,395,395,3345
2007,9,e) 4,2522,2570,20827,22544,119,4.399,389,14.381,3350,491,2859,2.178,14.86,6644,3609,3035,16.009,29.471,-3294,-14.611,29.72,317,317,3290
2007,9,f) 5,2484,2582,26988,27476,107,3.973,330,12.252,4045,1210,2835,4.404,14.722,5025,2297,2728,8.36,18.289,-980,-3.567,29.444,256,257,1755
2007,9,g) 6 to 10,10079,10623,116252,116275,410,3.724,1181,10.728,19463,2039,17424,1.754,16.739,19570,6437,13133,5.536,16.831,-107,-0.092,33.478,862,868,4825
2007,9,h) 11 to 15,8570,9290,107287,108267,303,3.18,781,8.196,13209,2188,11021,2.021,12.2,15191,4501,10690,4.157,14.031,-1982,-1.831,24.401,545,558,3098
2007,9,i) 16 to 20,7619,8681,114225,117145,309,3.486,676,7.626,14217,2973,11244,2.538,12.136,20369,6067,14302,5.179,17.388,-6152,-5.252,24.272,429,435,3088
2007,9,j) 21 to 25,6037,6966,102272,103516,218,3.079,445,6.286,11076,3199,7877,3.09,10.7,13551,3430,10121,3.313,13.091,-2475,-2.391,21.4,265,270,1883
2007,9,k) 26+,4149,5197,104727,106095,176,3.333,344,6.514,11398,3173,8225,2.991,10.743,14017,3013,11004,2.84,13.212,-2619,-2.469,21.486,208,217,1119
2007,9,l) Left Censored,12213,23774,824135,839286,1530,6.413,1696,7.109,84963,27475,57488,3.274,10.123,114212,24256,89956,2.89,13.608,-29249,-3.485,20.246,419,458,3986
2007,10,a) 0,1428,1453,8655,4328,1453,200,X,X,8655,8655,X,200,200,X,X,X,X,X,8655,200,X,X,X,X
2007,10,b) 1,1201,1211,8095,8496,12,0.853,404,28.714,2192,318,1874,3.743,25.8,3026,1687,1339,19.856,35.617,-834,-9.816,51.601,324,324,1324
2007,10,c) 2,1032,1038,6331,6652,41,3.64,218,19.352,1232,107,1125,1.609,18.521,1893,1004,889,15.093,28.458,-661,-9.937,37.041,179,179,887
2007,10,d) 3,923,934,8469,8793,33,3.284,175,17.413,1222,244,978,2.775,13.897,1879,926,953,10.531,21.369,-657,-7.472,27.795,137,137,794
2007,10,e) 4,826,839,6156,6638,27,3.029,132,14.807,762,66,696,0.994,11.48,1721,869,852,13.092,25.928,-959,-14.448,22.96,102,102,765
2007,10,f) 5,754,787,7888,7862,28,3.388,107,12.946,1423,73,1350,0.929,18.1,1423,601,822,7.644,18.1,0,0,36.199,86,86,542
2007,10,g) 6 to 10,2967,3100,30794,30675,129,3.989,396,12.247,5996,1896,4100,6.181,19.547,5924,1907,4017,6.217,19.312,72,0.235,38.625,307,309,1404
2007,10,h) 11 to 15,2102,2355,27739,28122,122,5.083,212,8.833,3567,1157,2410,4.114,12.684,4341,1032,3309,3.67,15.437,-774,-2.752,25.368,151,151,668
2007,10,i) 16 to 20,1643,1822,23880,24804,61,3.25,171,9.11,2713,524,2189,2.113,10.938,4632,2151,2481,8.672,18.674,-1919,-7.737,21.876,91,94,846
2007,10,j) 21 to 25,1271,1519,24212,24463,56,3.632,102,6.615,2628,699,1929,2.857,10.743,3082,635,2447,2.596,12.599,-454,-1.856,21.486,40,40,161
2007,10,k) 26+,842,1089,21592,22780,45,4.067,80,7.23,1666,332,1334,1.457,7.314,4016,1299,2717,5.702,17.63,-2350,-10.316,14.627,32,32,353
2007,10,l) Left Censored,3116,6582,212336,214209,583,8.86,580,8.814,33222,14258,18964,6.656,15.509,37139,13601,23538,6.349,17.338,-3917,-1.829,31.018,56,56,1925
2007,11,a) 0,1083,1087,6549,3275,1087,200,X,X,6549,6549,X,200,200,X,X,X,X,X,6549,200,X,X,X,X
2007,11,b) 1,894,898,7175,7215,11,1.085,242,23.878,2303,161,2142,2.231,31.92,2336,1306,1030,18.101,32.377,-33,-0.457,63.839,200,200,1116
